"region","byggnadstyp","strandtyp","typ av område","år","Antal byggnader inom 100 meter från strand"
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2018",402
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2019",402
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2020",392
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2021",388
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2022",382
"01 Stockholms län","bostad","hav","inom formellt skyddad natur","2023",383
"01 Stockholms län","bostad","hav","totalt","2018",32780
"01 Stockholms län","bostad","hav","totalt","2019",32899
"01 Stockholms län","bostad","hav","totalt","2020",32837
"01 Stockholms län","bostad","hav","totalt","2021",32816
"01 Stockholms län","bostad","hav","totalt","2022",32777
"01 Stockholms län","bostad","hav","totalt","2023",32854
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2018",11941
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2019",11998
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2020",12156
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2021",12193
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2022",12268
"01 Stockholms län","bostad","inlandsvatten","inom tätort","2023",12257
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2018",181
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2019",181
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2020",180
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2021",180
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2022",185
"01 Stockholms län","bostad","inlandsvatten","inom formellt skyddad natur","2023",186
"01 Stockholms län","bostad","inlandsvatten","totalt","2018",17724
"01 Stockholms län","bostad","inlandsvatten","totalt","2019",17817
"01 Stockholms län","bostad","inlandsvatten","totalt","2020",17845
"01 Stockholms län","bostad","inlandsvatten","totalt","2021",17900
"01 Stockholms län","bostad","inlandsvatten","totalt","2022",18073
"01 Stockholms län","bostad","inlandsvatten","totalt","2023",17985
"01 Stockholms län","bostad","totalt","inom tätort","2018",24047
"01 Stockholms län","bostad","totalt","inom tätort","2019",24147
"01 Stockholms län","bostad","totalt","inom tätort","2020",24374
"01 Stockholms län","bostad","totalt","inom tätort","2021",24419
"01 Stockholms län","bostad","totalt","inom tätort","2022",24583
"01 Stockholms län","bostad","totalt","inom tätort","2023",24677
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2018",583
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2019",583
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2020",572
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2021",568
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2022",567
"01 Stockholms län","bostad","totalt","inom formellt skyddad natur","2023",569
"01 Stockholms län","bostad","totalt","totalt","2018",50504
"01 Stockholms län","bostad","totalt","totalt","2019",50716
"01 Stockholms län","bostad","totalt","totalt","2020",50682
"01 Stockholms län","bostad","totalt","totalt","2021",50716
"01 Stockholms län","bostad","totalt","totalt","2022",50850
"01 Stockholms län","bostad","totalt","totalt","2023",50839
"01 Stockholms län","industri","hav","inom tätort","2018",284
"01 Stockholms län","industri","hav","inom tätort","2019",284
"01 Stockholms län","industri","hav","inom tätort","2020",293
"01 Stockholms län","industri","hav","inom tätort","2021",310
"01 Stockholms län","industri","hav","inom tätort","2022",308
"01 Stockholms län","industri","hav","inom tätort","2023",311
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2018",6
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2019",6
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2020",6
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2021",6
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2022",6
"01 Stockholms län","industri","hav","inom formellt skyddad natur","2023",8
"01 Stockholms län","industri","hav","totalt","2018",426
"01 Stockholms län","industri","hav","totalt","2019",426
"01 Stockholms län","industri","hav","totalt","2020",434
"01 Stockholms län","industri","hav","totalt","2021",451
"01 Stockholms län","industri","hav","totalt","2022",450
"01 Stockholms län","industri","hav","totalt","2023",451
"01 Stockholms län","industri","inlandsvatten","inom tätort","2018",337
"01 Stockholms län","industri","inlandsvatten","inom tätort","2019",344
"01 Stockholms län","industri","inlandsvatten","inom tätort","2020",349
"01 Stockholms län","industri","inlandsvatten","inom tätort","2021",345
"01 Stockholms län","industri","inlandsvatten","inom tätort","2022",336
"01 Stockholms län","industri","inlandsvatten","inom tätort","2023",345
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2018",5
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2019",6
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2020",7
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2021",7
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2022",7
"01 Stockholms län","industri","inlandsvatten","inom formellt skyddad natur","2023",5
"01 Stockholms län","industri","inlandsvatten","totalt","2018",420
"01 Stockholms län","industri","inlandsvatten","totalt","2019",428
"01 Stockholms län","industri","inlandsvatten","totalt","2020",432
"01 Stockholms län","industri","inlandsvatten","totalt","2021",428
"01 Stockholms län","industri","inlandsvatten","totalt","2022",435
"01 Stockholms län","industri","inlandsvatten","totalt","2023",448
"01 Stockholms län","industri","totalt","inom tätort","2018",621
"01 Stockholms län","industri","totalt","inom tätort","2019",628
"01 Stockholms län","industri","totalt","inom tätort","2020",642
"01 Stockholms län","industri","totalt","inom tätort","2021",655
"01 Stockholms län","industri","totalt","inom tätort","2022",644
"01 Stockholms län","industri","totalt","inom tätort","2023",656
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2018",11
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2019",12
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2020",13
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2021",13
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2022",13
"01 Stockholms län","industri","totalt","inom formellt skyddad natur","2023",13
"01 Stockholms län","industri","totalt","totalt","2018",846
"01 Stockholms län","industri","totalt","totalt","2019",854
"01 Stockholms län","industri","totalt","totalt","2020",866
"01 Stockholms län","industri","totalt","totalt","2021",879
"01 Stockholms län","industri","totalt","totalt","2022",885
"01 Stockholms län","industri","totalt","totalt","2023",899
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2018",456
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2019",463
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2020",465
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2021",472
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2022",484
"01 Stockholms län","samhällsfunktion","hav","inom tätort","2023",480
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2018",21
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2019",21
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2020",21
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2021",21
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2022",21
"01 Stockholms län","samhällsfunktion","hav","inom formellt skyddad natur","2023",24
"01 Stockholms län","samhällsfunktion","hav","totalt","2018",729
"01 Stockholms län","samhällsfunktion","hav","totalt","2019",740
"01 Stockholms län","samhällsfunktion","hav","totalt","2020",743
"01 Stockholms län","samhällsfunktion","hav","totalt","2021",747
"01 Stockholms län","samhällsfunktion","hav","totalt","2022",759
"01 Stockholms län","samhällsfunktion","hav","totalt","2023",757
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2018",732
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2019",743
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2020",744
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2021",752
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2022",770
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom tätort","2023",781
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2018",47
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2019",48
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2020",49
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2021",51
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2022",57
"01 Stockholms län","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2023",55
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2018",971
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2019",985
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2020",992
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2021",1003
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2022",1033
"01 Stockholms län","samhällsfunktion","inlandsvatten","totalt","2023",1041
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2018",1188
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2019",1206
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2020",1209
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2021",1224
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2022",1254
"01 Stockholms län","samhällsfunktion","totalt","inom tätort","2023",1261
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2018",68
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2019",69
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2020",70
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2021",72
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2022",78
"01 Stockholms län","samhällsfunktion","totalt","inom formellt skyddad natur","2023",79
"01 Stockholms län","samhällsfunktion","totalt","totalt","2018",1700
"01 Stockholms län","samhällsfunktion","totalt","totalt","2019",1725
"01 Stockholms län","samhällsfunktion","totalt","totalt","2020",1735
"01 Stockholms län","samhällsfunktion","totalt","totalt","2021",1750
"01 Stockholms län","samhällsfunktion","totalt","totalt","2022",1792
"01 Stockholms län","samhällsfunktion","totalt","totalt","2023",1798
"01 Stockholms län","verksamhet","hav","inom tätort","2018",481
"01 Stockholms län","verksamhet","hav","inom tätort","2019",488
"01 Stockholms län","verksamhet","hav","inom tätort","2020",494
"01 Stockholms län","verksamhet","hav","inom tätort","2021",505
"01 Stockholms län","verksamhet","hav","inom tätort","2022",507
"01 Stockholms län","verksamhet","hav","inom tätort","2023",528
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2018",52
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2019",52
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2020",53
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2021",54
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2022",53
"01 Stockholms län","verksamhet","hav","inom formellt skyddad natur","2023",53
"01 Stockholms län","verksamhet","hav","totalt","2018",740
"01 Stockholms län","verksamhet","hav","totalt","2019",748
"01 Stockholms län","verksamhet","hav","totalt","2020",759
"01 Stockholms län","verksamhet","hav","totalt","2021",777
"01 Stockholms län","verksamhet","hav","totalt","2022",779
"01 Stockholms län","verksamhet","hav","totalt","2023",812
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2018",588
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2019",590
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2020",600
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2021",609
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2022",618
"01 Stockholms län","verksamhet","inlandsvatten","inom tätort","2023",645
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2018",40
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2019",40
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2020",40
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2021",39
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2022",40
"01 Stockholms län","verksamhet","inlandsvatten","inom formellt skyddad natur","2023",43
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2018",735
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2019",739
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2020",751
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2021",764
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2022",787
"01 Stockholms län","verksamhet","inlandsvatten","totalt","2023",829
"01 Stockholms län","verksamhet","totalt","inom tätort","2018",1069
"01 Stockholms län","verksamhet","totalt","inom tätort","2019",1078
"01 Stockholms län","verksamhet","totalt","inom tätort","2020",1094
"01 Stockholms län","verksamhet","totalt","inom tätort","2021",1114
"01 Stockholms län","verksamhet","totalt","inom tätort","2022",1125
"01 Stockholms län","verksamhet","totalt","inom tätort","2023",1173
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2018",92
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2019",92
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2020",93
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2021",93
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2022",93
"01 Stockholms län","verksamhet","totalt","inom formellt skyddad natur","2023",96
"01 Stockholms län","verksamhet","totalt","totalt","2018",1475
"01 Stockholms län","verksamhet","totalt","totalt","2019",1487
